the,24
of,18
to,15
that,14
their,13
degree,13
be,12
in,12
and,11
is,9
it,8
generation,8
for,8
are,8
will,8
they,6
education,6
have,6
this,5
with,5
as,4
up,4
graduates,4
not,4
more,4
or,4
about,4
has,3
if,3
school,3
degrees,3
no,3
route,3
roles,3
from,3
employers,3
career,3
on,3
them,3
undergraduate,2
application,2
options,2
may,2
just,2
point,2
value,2
what,2
need,2
consider,2
stage,2
educational,2
millennials,2
you,2
well,2
decent,2
would,2
set,2
life,2
but,2
been,2
became,2
longer,2
social,2
mobility,2
per,2
cent,2
uk,2
non,2
graduate,2
percentage,2
say,2
there,2
an,2
one,2
already,2
seeking,2
parents,2
advantages,2
leavers,2
often,2
than,2
many,2
those,2
desired,2
specific,2
knowledge,2
postgraduates,2
earn,2
two,2
at,2
personal,2
work,2
different,2
am,2
define,2
author,2
should,2
college,2
make,2
latest,1
crop,1
students,1
pen,1
form,1
weigh,1
worth,1
considering,1
how,1
purpose,1
changed,1
start,1
third,1
journey,1
were,1
told,1
did,1
got,1
promise,1
found,1
wanting,1
universal,1
devalued,1
was,1
secure,1
today,1
which,1
double,1
average,1
among,1
oecd,1
countries,1
getting,1
rather,1
stress,1
everyone,1
switch,1
classroom,1
lecture,1
hall,1
inevitable,1
other,1
available,1
thankfully,1
signs,1
happening,1
learn,1
millennial,1
predecessors,1
even,1
teachers,1
tend,1
still,1
mindset,1
long,1
seen,1
hiring,1
who,1
prove,1
themselves,1
committed,1
loyal,1
employees,1
too,1
seeing,1
scrapping,1
requirement,1
certain,1
whom,1
first,1
age,1
generalists,1
pays,1
skills,1
now,1
when,1
us,1
makes,1
sense,1
unlikely,1
done,1
constantly,1
skilling,1
throughout,1
stay,1
employable,1
estimated,1
due,1
pressures,1
technology,1
wish,1
fulfilment,1
desire,1
diversity,1
over,1
course,1
working,1
five,1
careers,1
gained,1
campus,1
core,1
part,1
trajectory,1
older,1
generations,1
talk,1
present,1
tense,1
geographer,1
classist,1
sons,1
daughters,1
never,1
such,1
thing,1
know,1
won,1
same,1
way,1
suggests,1
careful,1
choosing,1
diligent,1
each,1
reassess,1
necessity,1
postpone,1
reflects,1
opinions,1
shrinking,1
public,1
discontent,1
considers,1
good,1
sign,1
willing,1
skilled,1
workers,1
taking,1
realistic,1
attitude,1
changing,1
minds,1
advised,1
paragraph,1
early,1
decision,1
attend,1
job,1
training,1
programs,1
team,1
high,1
paid,1
further,1
studies,1
field,1
can,1
concluded,1
last,1
paragraphs,1
lifelong,1
learning,1
qualified,1
educators,1
appeal,1
limited,1
choice,1
jobs,1
